,LoyaltyID,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Count,Gender,Age,Under 30,Married,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,churn_encoded
3825,296545,3620-EHIMZ,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1031.7,No,1.0,Female,44.0,No,Yes,2.0,HJNBPK3188,United States,California,Menifee,92584.0,"33.653338, -117.178271",33.653338,-117.178271,0
3827,770117,6870-ECSHE,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,34.8,No,1.0,Female,23.0,Yes,No,0.0,GTTSTZ5826,United States,California,Sun City,92586.0,"33.707483, -117.200006",33.707483,-117.200006,0
3828,561719,8747-UDCOI,No,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1319.95,No,1.0,Female,29.0,Yes,Yes,0.0,QYWINU1624,United States,California,Sun City,92587.0,"33.69887, -117.25071",33.69887,-117.25071,0
3829,140476,8374-XGEJJ,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4388.4,Yes,1.0,Male,68.0,No,Yes,0.0,YJSPAD2168,United States,California,Temecula,92590.0,"33.475493, -117.219551",33.475493,-117.219551,1
3830,806569,2656-TABEH,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,Yes,1.0,Male,57.0,No,Yes,0.0,MEAEUH9587,United States,California,Temecula,92591.0,"33.540604, -117.10909",33.540604,-117.10909,1
3831,157658,6946-LMSQS,Yes,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,Yes,1.0,Male,80.0,No,Yes,0.0,TGGLAT5333,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473,1
3832,886524,4626-OZDTJ,No,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,3950.85,No,1.0,Female,35.0,No,Yes,0.0,QELGIR1333,United States,California,Wildomar,92595.0,"33.617108, -117.253349",33.617108,-117.253349,0
3833,204484,9169-BSVIN,No,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.75,827.05,No,1.0,Male,21.0,Yes,No,0.0,XHCVOE5937,United States,California,Winchester,92596.0,"33.657433, -117.04254",33.657433,-117.04254,0
3835,530542,8194-PEEBY,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,533.5,No,1.0,Female,38.0,No,Yes,3.0,BBBNNF5699,United States,California,Irvine,92604.0,"33.688546, -117.788091",33.688546,-117.788091,0
3836,261639,6872-HXFNF,No,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,No,1.0,Female,27.0,Yes,Yes,0.0,QILRUU9958,United States,California,Irvine,92606.0,"33.703976, -117.824172",33.703976,-117.824172,0
3837,837641,3932-CMDTD,No,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,Yes,1.0,Female,29.0,Yes,No,0.0,VJKFTX7241,United States,California,Foothill Ranch,92610.0,"33.698728, -117.67768",33.698728,-117.67768,1
3838,185218,7714-YXSMB,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,No,1.0,Female,60.0,No,No,0.0,QBCIAH2856,United States,California,Irvine,92612.0,"33.643095, -117.810896",33.643095,-117.810896,0
3839,179559,8387-UGUSU,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,284.3,No,1.0,Female,57.0,No,Yes,1.0,HKWLNM8419,United States,California,Irvine,92614.0,"33.680302, -117.833296",33.680302,-117.833296,0
3840,559288,1080-BWSYE,Yes,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,1740.8,No,1.0,Male,76.0,No,Yes,0.0,GWZMCR3727,United States,California,Irvine,92618.0,"33.667145, -117.732135",33.667145,-117.732135,0
3841,584782,4039-HEUNW,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,3436.1,Yes,1.0,Male,77.0,No,Yes,0.0,NMRDDP9447,United States,California,Irvine,92620.0,"33.716136, -117.752574",33.716136,-117.752574,1
3842,426286,1194-HVAIF,No,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.0,2462.55,No,1.0,Female,21.0,Yes,Yes,0.0,EIASNR6446,United States,California,Capistrano Beach,92624.0,"33.458754, -117.665104",33.458754,-117.665104,0
3843,977078,0812-WUPTB,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,Yes,1.0,Male,65.0,No,Yes,0.0,RIRXIL2672,United States,California,Corona Del Mar,92625.0,"33.600987, -117.862734",33.600987,-117.862734,1
3844,858490,3594-UVONA,No,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,Yes,1.0,Female,27.0,Yes,No,0.0,FBBNTA7271,United States,California,Costa Mesa,92626.0,"33.678591, -117.905471",33.678591,-117.905471,1
3845,192691,0004-TLHLJ,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,Yes,1.0,Male,50.0,No,No,0.0,RZDAXJ8786,United States,California,Costa Mesa,92627.0,"33.645672, -117.922613",33.645672,-117.922613,1
3846,267352,1767-TGTKO,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,411.75,No,1.0,Female,30.0,No,Yes,2.0,SLSCPE6384,United States,California,Dana Point,92629.0,"33.477923, -117.705314",33.477923,-117.705314,0
3847,913186,8439-LTUGF,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,198.6,No,1.0,Male,51.0,No,No,0.0,CJGPLC1659,United States,California,Lake Forest,92630.0,"33.644849, -117.684254",33.644849,-117.684254,0
3848,674383,8805-JNRAZ,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.2,103.7,No,1.0,Female,44.0,No,No,0.0,ORTEOX9454,United States,California,Huntington Beach,92646.0,"33.666301, -117.969501",33.666301,-117.969501,0
3849,396155,5089-IFSDP,No,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,Yes,1.0,Female,39.0,No,Yes,0.0,KSOBVV9951,United States,California,Huntington Beach,92647.0,"33.723579, -118.005441",33.723579,-118.005441,1
3850,947241,6418-HNFED,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.25,4089.45,No,1.0,Male,33.0,No,Yes,0.0,FCWNYX1976,United States,California,Huntington Beach,92648.0,"33.679659, -118.016195",33.679659,-118.016195,0
3851,811646,0206-OYVOC,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.25,864.2,No,1.0,Female,52.0,No,Yes,2.0,DLDGEQ8864,United States,California,Huntington Beach,92649.0,"33.721917, -118.043237",33.721917,-118.043237,0
3852,208961,7291-CDTMJ,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,No,1.0,Male,40.0,No,No,0.0,FLACLI1733,United States,California,Laguna Beach,92651.0,"33.570023, -117.773669",33.570023,-117.773669,0
3853,376570,7128-GGCNO,No,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,No,1.0,Male,38.0,No,No,0.0,SQKVPN4885,United States,California,Laguna Hills,92653.0,"33.606899, -117.717854",33.606899,-117.717854,0
3854,212243,0237-YFUTL,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,No,1.0,Female,62.0,No,Yes,0.0,VFLIGF4433,United States,California,Midway City,92655.0,"33.744439, -117.98588",33.744439,-117.98588,0
3855,163405,7691-KGKGP,No,Yes,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.0,3363.8,No,1.0,Male,31.0,No,Yes,1.0,EHXDPT8423,United States,California,Aliso Viejo,92656.0,"33.571259, -117.731917",33.571259,-117.731917,0
3856,107110,6710-HSJRD,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,No,1.0,Male,48.0,No,Yes,0.0,UBNLNE9279,United States,California,Newport Coast,92657.0,"33.603282, -117.821841",33.603282,-117.821841,0
3857,302669,3675-EQOZA,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,93.55,No,1.0,Male,40.0,No,No,0.0,ORKXZZ4422,United States,California,Newport Beach,92660.0,"33.634626, -117.874882",33.634626,-117.874882,0
3858,131393,0840-DCNZE,No,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,No,1.0,Male,33.0,No,No,0.0,LHQGRJ3385,United States,California,Newport Beach,92661.0,"33.601309, -117.902304",33.601309,-117.902304,0
3859,858264,1732-FEKLD,No,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.75,5121.75,No,1.0,Female,30.0,No,No,0.0,RZKYEL1673,United States,California,Newport Beach,92662.0,"33.606336, -117.893042",33.606336,-117.893042,0
3860,249796,9862-KJTYK,No,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.35,566.1,No,1.0,Male,19.0,Yes,No,2.0,DNHCTW5443,United States,California,Newport Beach,92663.0,"33.62251, -117.927024",33.62251,-117.927024,0
3861,507011,0479-HMSWA,No,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,2715.3,No,1.0,Female,63.0,No,No,1.0,IUYXPB3375,United States,California,San Clemente,92672.0,"33.429488, -117.609432",33.429488,-117.609432,0
3862,155623,5854-KSRBJ,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,No,1.0,Male,31.0,No,Yes,1.0,AHLTGM9796,United States,California,San Clemente,92673.0,"33.4725, -117.584273",33.4725,-117.584273,0
3863,946081,0365-BZUWY,No,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,No,1.0,Male,58.0,No,Yes,0.0,FRHPTB3232,United States,California,San Juan Capistrano,92675.0,"33.521447, -117.602555",33.521447,-117.602555,0
3864,917832,4817-VYYWS,No,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,Yes,1.0,Female,21.0,Yes,No,0.0,BZQCOY5561,United States,California,Silverado,92676.0,"33.782346, -117.635263",33.782346,-117.635263,1
3865,793609,5701-SVCWR,No,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,24.0,No,1.0,Female,45.0,No,No,1.0,KYHMZB7155,United States,California,Laguna Niguel,92677.0,"33.529047, -117.701175",33.529047,-117.701175,0
3866,336124,3129-AAQOU,No,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6,485.9,No,1.0,Female,50.0,No,Yes,2.0,GEVUVO8343,United States,California,Trabuco Canyon,92679.0,"33.631119, -117.567346",33.631119,-117.567346,0
3867,834552,4922-CVPDX,No,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.5,1905.7,No,1.0,Female,23.0,Yes,Yes,0.0,CUZCEX6941,United States,California,Westminster,92683.0,"33.752591, -117.993661",33.752591,-117.993661,0
3869,927446,1357-BIJKI,No,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,4858.7,No,1.0,Male,46.0,No,Yes,0.0,LWBFCX2875,United States,California,Mission Viejo,92691.0,"33.611945, -117.665867",33.611945,-117.665867,0
3870,212245,1099-BTKWT,No,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.4,3723.65,No,1.0,Female,58.0,No,Yes,0.0,ORUQND9319,United States,California,Mission Viejo,92692.0,"33.60693, -117.644253",33.60693,-117.644253,0
3871,199494,5299-SJCZT,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,Yes,1.0,Male,57.0,No,No,0.0,EMPFUR7495,United States,California,Ladera Ranch,92694.0,"33.569186, -117.640055",33.569186,-117.640055,1
3872,983425,2018-PZKMU,No,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.1,970.45,No,1.0,Male,32.0,No,Yes,3.0,XUHTZT2252,United States,California,Santa Ana,92701.0,"33.748478, -117.858918",33.748478,-117.858918,0
3873,760375,7340-KEFQE,No,Yes,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,1782.0,No,1.0,Female,23.0,Yes,Yes,2.0,BUIGDQ3948,United States,California,Santa Ana,92703.0,"33.748635, -117.906125",33.748635,-117.906125,0
3874,450528,4570-QHXHL,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,No,1.0,Female,48.0,No,No,0.0,CZHUNL6545,United States,California,Santa Ana,92704.0,"33.719869, -117.907063",33.719869,-117.907063,0
3876,765877,7392-YYPYJ,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.65,2415.95,No,1.0,Male,26.0,Yes,No,0.0,FLJMYR9725,United States,California,Santa Ana,92706.0,"33.765893, -117.881533",33.765893,-117.881533,0
3878,697233,2223-GDSHL,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8297.5,No,1.0,Male,41.0,No,Yes,1.0,HIPGYX4723,United States,California,Fountain Valley,92708.0,"33.712036, -117.950113",33.712036,-117.950113,0
3879,199456,7359-PTSXY,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,45.75,Yes,1.0,Male,36.0,No,No,0.0,PDTLFZ5835,United States,California,Tustin,92780.0,"33.735802, -117.818805",33.735802,-117.818805,1
3880,278118,9470-RTWDV,No,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,2083.1,No,1.0,Male,51.0,No,Yes,3.0,NZHWHZ4614,United States,California,Tustin,92782.0,"33.738543, -117.785046",33.738543,-117.785046,0
3881,665757,2176-OSJUV,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.15,4681.75,No,1.0,Male,29.0,Yes,Yes,0.0,WZYBHN7136,United States,California,Anaheim,92801.0,"33.844983, -117.952151",33.844983,-117.952151,0
3882,586401,9348-YVOMK,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.8,176.2,No,1.0,Male,28.0,Yes,No,0.0,EHSQOG9415,United States,California,Anaheim,92802.0,"33.807864, -117.923782",33.807864,-117.923782,0
3883,516732,8104-OSKWT,No,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,1001.2,No,1.0,Female,61.0,No,No,0.0,UCYYIW7912,United States,California,Anaheim,92804.0,"33.818, -117.974404",33.818,-117.974404,0
3884,982934,4521-YEEHE,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,1594.75,No,1.0,Female,23.0,Yes,Yes,0.0,JLQASJ2523,United States,California,Anaheim,92805.0,"33.830209, -117.906099",33.830209,-117.906099,0
3885,777540,4090-KPJIP,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,No,1.0,Female,42.0,No,No,0.0,BCXFXU5477,United States,California,Anaheim,92806.0,"33.83796, -117.870494",33.83796,-117.870494,0
3886,193655,3786-WOVKF,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.85,7677.4,No,1.0,Female,69.0,No,Yes,0.0,WWNADT6569,United States,California,Anaheim,92807.0,"33.848733, -117.788357",33.848733,-117.788357,0
3887,357145,4503-BDXBD,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,815.5,Yes,1.0,Male,41.0,No,No,0.0,IDOBWZ9736,United States,California,Anaheim,92808.0,"33.850452, -117.726668",33.850452,-117.726668,1
3888,995260,6086-ESGRL,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15,80.15,Yes,1.0,Female,53.0,No,No,0.0,COGNOK3218,United States,California,Brea,92821.0,"33.930199, -117.862898",33.930199,-117.862898,1
3889,820634,2592-HODOV,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,259.65,No,1.0,Male,44.0,No,No,0.0,SIPQPF2325,United States,California,Brea,92823.0,"33.924143, -117.79387",33.924143,-117.79387,0
3890,185562,3886-CERTZ,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.25,8109.8,Yes,1.0,Female,57.0,No,Yes,0.0,IHJQYL9961,United States,California,Fullerton,92831.0,"33.879983, -117.895482",33.879983,-117.895482,1
3891,734490,7995-ZHHNZ,No,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.1,2386.85,No,1.0,Male,56.0,No,Yes,0.0,KHMOFS7226,United States,California,Fullerton,92832.0,"33.868316, -117.929029",33.868316,-117.929029,0
3892,648596,3824-RHKVR,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,340.35,No,1.0,Female,27.0,Yes,No,0.0,EPCBAD5575,United States,California,Fullerton,92833.0,"33.877639, -117.961212",33.877639,-117.961212,0
3893,234249,5816-SCGFC,Yes,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.3,419.35,No,1.0,Female,73.0,No,No,0.0,IBYIXK5694,United States,California,Fullerton,92835.0,"33.902211, -117.914922",33.902211,-117.914922,0
3894,886110,5989-AXPUC,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.6,7990.05,No,1.0,Female,27.0,Yes,Yes,0.0,XNUNVN2485,United States,California,Garden Grove,92840.0,"33.787165, -117.931889",33.787165,-117.931889,0
3895,566939,4979-HPRFL,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.15,1402.25,No,1.0,Male,54.0,No,Yes,2.0,TALNTL2887,United States,California,Garden Grove,92841.0,"33.786738, -117.982564",33.786738,-117.982564,0
3896,620969,8590-OHDIW,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,749.35,No,1.0,Female,52.0,No,Yes,3.0,TRSEUK2385,United States,California,Garden Grove,92843.0,"33.764018, -117.931507",33.764018,-117.931507,0
3897,750710,8015-IHCGW,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.5,8425.15,No,1.0,Female,53.0,No,Yes,1.0,NTTTQF5586,United States,California,Garden Grove,92844.0,"33.766476, -117.969795",33.766476,-117.969795,0
3898,942429,2332-TODQS,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.05,1171.5,No,1.0,Female,44.0,No,No,0.0,UZQGOC7623,United States,California,Garden Grove,92845.0,"33.782955, -118.026456",33.782955,-118.026456,0
3899,782549,9278-VZKCD,Yes,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.1,5647.95,No,1.0,Female,67.0,No,Yes,0.0,KLDLPB5936,United States,California,Norco,92860.0,"33.925833, -117.559639",33.925833,-117.559639,0
3900,986274,8008-OTEZX,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,708.8,No,1.0,Female,30.0,No,Yes,2.0,EZKCKM1957,United States,California,Villa Park,92861.0,"33.817473, -117.810462",33.817473,-117.810462,0
3901,934150,2773-OVBPK,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.3,7567.2,No,1.0,Male,60.0,No,Yes,0.0,TDJITY5818,United States,California,Orange,92865.0,"33.828779, -117.848299",33.828779,-117.848299,0
3902,989986,5999-LCXAO,No,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.9,29.9,No,1.0,Female,42.0,No,No,0.0,YNAJNW9726,United States,California,Orange,92866.0,"33.784597, -117.844535",33.784597,-117.844535,0
3903,204405,5206-XZZQI,No,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,4348.1,No,1.0,Male,56.0,No,No,0.0,BFVUUA6896,United States,California,Orange,92867.0,"33.81859, -117.821288",33.81859,-117.821288,0
3904,949947,4803-LBYPN,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,635.9,No,1.0,Male,44.0,No,Yes,1.0,QLRGDZ9922,United States,California,Orange,92868.0,"33.787796, -117.875928",33.787796,-117.875928,0
3905,680614,5759-RCVCB,No,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,Yes,1.0,Female,20.0,Yes,No,0.0,HIELRS2699,United States,California,Orange,92869.0,"33.792791, -117.789749",33.792791,-117.789749,1
3906,860347,6372-RFVNS,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,Yes,1.0,Female,55.0,No,Yes,0.0,ZDPTTP8579,United States,California,Placentia,92870.0,"33.881158, -117.854783",33.881158,-117.854783,1
3907,968791,2139-FQHLM,No,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,No,1.0,Male,49.0,No,No,0.0,FSTOOQ8713,United States,California,Corona,92879.0,"33.893823, -117.531446",33.893823,-117.531446,0
3908,868912,8261-GWDBQ,Yes,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,6925.9,No,1.0,Female,70.0,No,Yes,0.0,GORKKS1119,United States,California,Corona,92880.0,"33.918043, -117.617809",33.918043,-117.617809,0
3909,823348,1093-YSWCA,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,223.15,No,1.0,Male,45.0,No,No,0.0,VMETLI9474,United States,California,Corona,92881.0,"33.833686, -117.513063",33.833686,-117.513063,0
3910,657567,8938-UMKPI,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,Yes,1.0,Female,42.0,No,No,0.0,LGKCPN6354,United States,California,Corona,92882.0,"33.819385, -117.600213",33.819385,-117.600213,1
3911,322944,0991-BRRFB,No,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.4,874.8,Yes,1.0,Male,31.0,No,No,0.0,BVMYCM1617,United States,California,Corona,92883.0,"33.762351, -117.488725",33.762351,-117.488725,1
3912,221417,3882-IYOIJ,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.25,6758.45,No,1.0,Female,41.0,No,Yes,1.0,SIDZFR7262,United States,California,Yorba Linda,92886.0,"33.897253, -117.792202",33.897253,-117.792202,0
3913,724677,8749-TZYEC,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.8,1874.3,No,1.0,Male,38.0,No,Yes,0.0,YZEYVT2866,United States,California,Yorba Linda,92887.0,"33.884073, -117.732197",33.884073,-117.732197,0
3914,150625,1755-FZQEC,No,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,791.15,No,1.0,Male,26.0,Yes,No,0.0,KORWKY9486,United States,California,Ventura,93001.0,"34.360261, -119.306383",34.360261,-119.306383,0
3915,720536,3115-JPJDD,No,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.25,4639.45,No,1.0,Female,43.0,No,Yes,0.0,SDJUPP8394,United States,California,Ventura,93003.0,"34.279221, -119.221437",34.279221,-119.221437,0
3916,750095,5600-KTXFM,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.95,143.9,No,1.0,Male,48.0,No,Yes,2.0,EWELUL3811,United States,California,Ventura,93004.0,"34.278697, -119.167798",34.278697,-119.167798,0
3917,763579,3871-IKPYH,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.1,69.1,Yes,1.0,Male,70.0,No,No,0.0,EQXPTU9897,United States,California,Camarillo,93010.0,"34.227846, -119.079903",34.227846,-119.079903,1
